"The account with the Id: ""%1"" does not exist.","Contul cu ID-ul: ""%1"" nu există."
"An account with the same data already exists.","Un cont cu aceleași date există deja."
"Could not save the account: %1","Nu s-a putut salva contul: %1"
"Could not delete the account: %1.","Nu s-a putut șterge contul: %1."
"The address with the Id: ""%1"" does not exist.","Adresa cu ID-ul: ""%1"" nu există."
"Could not save the address: %1","Nu s-a putut salva adresa: %1"
"Could not delete the address: %1.","Nu s-a putut șterge adresa: %1."
"This is required for API usage. <a href=""%1"">Create account</a>.","Acest lucru este necesar pentru utilizarea API-ului. <a href=""%1"">Creează cont</a>."
"If not selected, the Shipping Settings Origin address will be used. <a href=""%1"">Create address</a>.","Dacă nu este selectată, se va folosi adresa de origine din Setările de expediere. <a href=""%1"">Creează adresă</a>."
"-- Please Select --","-- Vă rugăm să selectați --"
"The pickup request with the Id: ""%1"" does not exist.","Cererea de ridicare cu ID-ul: ""%1"" nu există."
"Could not save the pickup request: %1","Nu s-a putut salva cererea de ridicare: %1"
"Could not delete the pickup request: %1.","Nu s-a putut șterge cererea de ridicare: %1."
"Are you sure you want to delete this record?","Sigur doriți să ștergeți acest înregistrare?"
Delete,"Șterge"
Edit,"Editează"
View,"Vizualizează"
"Change Delivery Point","Schimbă punctul de livrare"
"GLS Options","Opțiuni GLS"
"COD Reference","Referință ramburs"
"Get GLS Parcel Status","Obține starea coletului GLS"
"Parcel Number","Număr colet"
"Delivery Country Code","Cod țară livrare"
"Delivery Postcode","Cod poștal livrare"
Weight,"Greutate"
Date,"Data"
"Depot City","Oraș depozit"
"Depot Number","Număr depozit"
"Status Code","Cod stare"
Description,"Descriere"
Info,"Informații"
"Parcel status history is not available.","Istoricul stării coletului nu este disponibil."
"Parcel status is currently unavailable.","Starea coletului nu este disponibilă momentan."
"Close Window","Închide fereastra"
Account,"Cont"
Address,"Adresă"
"Pickup Request","Cerere de ridicare"
Shipping,"Livrare"
Accounts,"Conturi"
Addresses,"Adrese"
"Pickup Requests","Cereri de ridicare"
"Enabled GLS Logo On Checkout","Logo GLS activat la finalizarea comenzii"
GLS Account,"Cont GLS"
Back,"Înapoi"
Reset,"Resetare"
Save,"Salvează"
"Add New Account","Adaugă cont nou"
ID,"ID"
"GLS Address","Adresă GLS"
Label,"Etichetă"
"Short address label for easier selection.","Etichetă scurtă pentru selecție mai ușoară."
Company,"Companie"
"If this field is empty, the default store value will be used.","Dacă acest câmp este gol, se va folosi valoarea implicită a magazinului."
"Phone Number","Număr de telefon"
Region/State,"Regiune/Județ"
"Zip/Postal Code","Cod poștal"
"Street Address Line 2","Linia 2 a adresei"
"Add New Address","Adaugă adresă nouă"
Region,"Regiune"
Request,"Cerere"
"Leave this field empty to apply the default origin address.","Lăsați acest câmp gol pentru a aplica adresa implicită de origine."
Website,"Website"
"The default origin address may vary by website.","Adresa implicită de origine poate varia în funcție de site."
"Package Count","Număr colete"
"Pickup Time From","Ora ridicare de la"
"Pickup Time To","Ora ridicare până la"
"Request New Pickup","Solicită ridicare nouă"
Count,"Număr"
"GLS Pickup View","Vizualizare ridicare GLS"
"GLS Parcel ID","ID colet GLS"
